"last_name, first_name",player_id,year,p_win,p_loss,p_era,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Colon, Bartolo",112526,2018,7,12,5.78,0.363,37.2,7.5,40.8,78.990581081,94.305538687,12.6,46.2
"Pérez, Oliver",424144,2018,1,1,1.39,0.215,36.8,5.9,23.5,76.472146765,91.910446765,34.6,46.4
"Wainwright, Adam",425794,2018,2,4,4.46,0.314,32.2,6.6,24,75.754455085,92.126014872,23.3,41.1
"Casilla, Santiago",433586,2018,0,0,3.16,0.325,27.9,2.3,32.6,75.68400186,92.942525581,23.9,40.3
"Hernández, Félix",433587,2018,8,14,5.55,0.352,34,8.4,38.5,79.751502678,94.188946987,19.8,45
"Petit, Yusmeiro",433589,2018,7,3,3.00,0.294,31.4,7.7,33.9,77.022510597,93.054568246,20.1,49.9
"Verlander, Justin",434378,2018,16,9,2.52,0.237,31.1,6.2,32.7,78.75990849,93.215622592,31.6,51.2
"Sánchez, Aníbal",434671,2018,7,6,2.83,0.275,27.2,5.1,26.3,73.59857095,92.227648992,24.7,46.5
"Duke, Zach",435043,2018,5,5,4.15,0.270,28.4,1.2,34,77.9073875,93.548183289,24.2,45.9
"McCarthy, Brandon",435221,2018,6,3,4.92,0.332,30.8,7.9,36.8,78.489322984,94.060684516,16.7,48.3
"Rondón, Héctor",444468,2018,2,5,3.20,0.280,33.1,4.9,36.9,77.714495375,93.975244025,30.4,47.8
"Jansen, Kenley",445276,2018,1,5,3.01,0.264,33.5,7.4,24.6,73.011258495,91.839386828,28.2,52
"Axford, John",446099,2018,4,1,5.27,0.286,28.6,5.2,34.4,74.400174211,93.192569671,21.6,42.4
"Kluber, Corey",446372,2018,20,7,2.89,0.276,32.1,6.3,34.5,77.474814353,93.263122919,26.9,48.2
"Cecil, Brett",446399,2018,1,1,6.89,0.377,31.9,8,38.9,78.264779123,93.84034708,20.1,46.4
"Ziegler, Brad",446899,2018,2,6,3.91,0.305,22.8,4.8,41.7,79.328355664,94.62229,22,49
"Hill, Rich",448179,2018,11,5,3.66,0.304,33,7.8,36.2,78.503322647,93.652919263,24.7,47.1
"Doolittle, Sean",448281,2018,3,3,1.60,0.204,31.6,5.3,24.2,73.217019149,91.906650323,33.5,56.3
"Shields, James",448306,2018,7,16,4.53,0.350,35.9,8.3,35.6,78.170011093,93.584878939,24.5,45.4
"Sipp, Tony",448609,2018,3,1,1.86,0.260,32.6,1.1,22.3,77.803630638,91.659125376,31.8,46.1
"Guerra, Junior",448855,2018,6,9,4.09,0.312,32.3,6.7,38.8,78.103361527,94.105870936,24.7,47.3
"Morton, Charlie",450203,2018,15,3,3.13,0.284,32,5.8,31,76.951516373,93.08194473,28.5,44.8
"Vargas, Jason",450306,2018,7,9,5.77,0.331,34.4,8.1,30.4,75.654978,93.042031599,26.3,44.2
"Fister, Doug",450729,2018,1,7,4.50,0.353,34.4,7.6,41.1,75.398505714,94.029746473,13.6,41.4
"Gallardo, Yovani",451596,2018,8,8,6.39,0.366,35.7,6.4,40.8,78.476568917,93.670589393,17.5,40.4
"Fields, Josh",451661,2018,2,2,2.20,0.293,33.6,5.5,37,81.487818333,93.451624206,26.5,51.2
"Hughes, Jared",453172,2018,4,3,1.94,0.268,22.9,4.7,36.9,78.373880673,93.981423606,25.2,50.8
"Miller, Andrew",453192,2018,2,4,4.24,0.296,34.1,4.5,37.6,76.814406905,93.161456867,32.1,44.6
"Wright, Steven",453214,2018,3,1,2.68,0.308,27.5,6.5,26.8,76.3959208,92.572430067,22.8,44.2
"Parker, Blake",453284,2018,2,1,3.26,0.326,37,9.2,40.2,81.062126413,94.262396011,24.9,46.2
"Scherzer, Max",453286,2018,18,7,2.53,0.248,33.8,6.6,31.7,75.860880685,92.647810141,33.1,52.4
"Buchholz, Clay",453329,2018,7,2,2.01,0.303,35,6.3,36.7,78.425644823,93.344201348,21.5,48.6
"Martin, Chris",455119,2018,1,5,4.54,0.320,35.6,6.1,34.8,77.437742121,93.709315344,20.3,49.6
"Cueto, Johnny",456501,2018,3,2,3.23,0.320,33.5,9.5,30.4,76.504288182,92.883577662,21.6,46
"Hernandez, David",456696,2018,5,2,2.53,0.279,33.5,3.6,36.5,78.282481829,93.352410244,24.5,50.2
"Bailey, Homer",456701,2018,1,14,6.09,0.362,40.4,8.6,42.7,78.570619679,94.627583914,19.5,50.9
"Cedeño, Xavier",458584,2018,2,0,2.43,0.284,36.7,3.3,27.8,79.101758889,92.605149,31.1,43.5
"Volstad, Chris",458690,2018,1,5,6.27,0.357,32.7,8.8,39.8,80.635980941,94.229068353,12.7,43.4
"Clippard, Tyler",461325,2018,4,3,3.67,0.280,38.3,6.9,29.3,76.687865,92.755566608,31.8,50.2
"Gonzalez, Gio",461829,2018,10,11,4.21,0.329,35.1,5.8,34.5,76.94446063,93.321813688,24,43.2
"Hughes, Phil",461833,2018,0,0,6.34,0.434,45,17.4,45,82.844345185,95.316100833,22.1,50.7
"Estrada, Marco",462136,2018,7,14,5.64,0.332,37.6,9.3,33.3,77.053938069,92.948710987,23.3,48.6
"Johnson, Jim",462382,2018,5,3,3.84,0.307,31.5,5,41.5,79.937635657,93.980145202,17.7,45
"Soria, Joakim",465657,2018,3,4,3.12,0.264,37,4.9,29.2,73.698072308,92.281274295,29.2,52
"Nova, Iván",467100,2018,9,9,4.19,0.332,33.2,7.9,38.7,80.035492471,94.077225463,19.9,48.9
"Carrasco, Carlos",471911,2018,17,10,3.38,0.283,32.9,6,39.1,79.706658008,94.074574751,33.1,49.7
"García, Luis",472610,2018,3,1,6.07,0.311,34.4,4.6,39.2,78.108173281,93.753180315,33.1,46.3
"Anderson, Brett",474463,2018,4,5,4.48,0.321,31.7,7.7,38.5,78.149650902,93.98941366,17.2,47.7
"Betances, Dellin",476454,2018,4,6,2.70,0.237,35.7,4,27.8,75.222560161,92.290703902,37.5,43
"Warren, Adam",476589,2018,3,2,3.14,0.336,35.6,9.4,38.3,77.985325405,93.688255878,26,43.9
"Stock, Robert",476594,2018,1,1,2.50,0.258,24.8,1.8,33.6,75.395033455,93.171794545,25.7,42.9
"Kershaw, Clayton",477132,2018,9,5,2.73,0.282,29.9,5.4,35.4,77.208474626,93.432404857,23,51.6
"Salas, Fernando",477569,2018,4,4,4.50,0.297,28.8,7.2,40,79.458597705,93.83597918,22,47.4
"Buchter, Ryan",488748,2018,6,0,2.75,0.288,29.9,4.7,37.4,78.335696538,93.442341456,25.5,48
"Cashner, Andrew",488768,2018,4,15,5.29,0.358,36.4,7.2,35.8,79.270260472,93.70698626,17.2,43.6
"Coleman, Louis",488786,2018,4,1,3.51,0.295,31.5,2.7,24.7,75.626786056,91.782899718,27.7,44.6
"Duensing, Brian",488846,2018,3,0,7.65,0.348,33.1,5.5,33.3,76.350766984,93.08416768,21.1,45.4
"Hunter, Tommy",488984,2018,5,4,3.80,0.307,33.8,5.5,35.3,76.8418886,92.93598165,21.3,53.4
"Romo, Sergio",489265,2018,3,4,4.14,0.280,30.6,8.1,30.8,75.875236304,92.626844918,31.7,45.5
"Stammen, Craig",489334,2018,8,3,2.73,0.256,32.1,4.3,34.2,78.225709192,93.116821616,30,49.2
"Yates, Kirby",489446,2018,5,3,2.14,0.255,30.9,7.2,39.7,74.898645588,93.653424148,34.5,53.2
"Oh, Seunghwan",493200,2018,6,3,2.63,0.260,37.4,5.2,32.2,76.538718276,92.801468382,31.6,50.9
"Ottavino, Adam",493603,2018,6,4,2.43,0.229,28.6,3.9,29.9,75.068360526,92.342169603,32.7,39.4
"Quintana, Jose",500779,2018,13,11,4.03,0.321,33.7,6.1,37.6,79.719928826,93.737849168,20.6,42.8
"Avilán, Luis",501593,2018,2,1,3.77,0.278,32.5,3.2,24,74.459030484,91.933442742,25.1,44.4
"Archer, Chris",502042,2018,6,8,4.31,0.317,33.7,6.4,38.7,79.730301531,93.947308897,28.6,48.5
"McAllister, Zach",502083,2018,1,2,6.20,0.345,33.8,9.5,42.1,78.659507324,94.640387801,21.9,51.3
"Robertson, David",502085,2018,8,3,3.23,0.279,32.5,8.4,44,80.603442222,94.044259565,32.5,44.2
"Samardzija, Jeff",502188,2018,1,5,6.25,0.361,37.6,9.4,32,76.951365352,92.858767606,20.6,44.7
"Miller, Justin",502522,2018,7,1,3.61,0.285,32.4,10.3,31.6,78.499252388,92.872348284,26.6,53.4
"Anderson, Chase",502624,2018,9,8,3.93,0.330,34.5,8.8,30.8,76.343084091,93.040743818,22.1,47.2
"Holland, Derek",502706,2018,7,9,3.57,0.312,34.1,6.6,35.4,77.555262532,93.635942743,23.8,47
"Peralta, Wily",503449,2018,1,0,3.67,0.334,28.9,10,40,79.872472791,94.401706235,24.3,43.7
"Colomé, Alex",517008,2018,7,5,3.04,0.295,32.8,4.8,37.6,80.626490215,93.966566237,29.9,50.8
"Alexander, Scott",518397,2018,2,1,3.68,0.283,22.4,2.7,35,77.253732198,93.203678626,27.7,45.6
"Brasier, Ryan",518489,2018,2,0,1.60,0.250,31.8,3.4,39.8,77.540141364,93.664080115,31,55.8
"Bumgarner, Madison",518516,2018,6,7,3.26,0.321,34.3,8.4,35.5,77.660434615,93.650850257,21.6,46.8
"Cishek, Steve",518553,2018,4,3,2.18,0.265,31.8,5.2,32.9,77.622337529,92.712078757,29.4,41.4
"Gearrin, Cory",518715,2018,2,1,3.77,0.329,36.9,7.1,33.9,78.712093415,93.096747988,26.7,43.9
"Kimbrel, Craig",518886,2018,5,1,2.74,0.265,35.6,9.3,33.1,79.297838475,93.806749231,40,46.1
"McFarland, T.J.",519008,2018,2,2,2.00,0.297,19.3,4.4,37.7,80.974559196,94.164209732,20,44.5
"Moore, Matt",519043,2018,3,8,6.79,0.363,38.3,8.8,44.8,80.323876036,94.738234659,21.9,48.6
"Otero, Dan",519096,2018,2,1,5.22,0.317,28.1,7.7,39.6,77.74973,93.541109896,18.5,50.3
"Pomeranz, Drew",519141,2018,2,6,6.08,0.368,41.3,10,35.7,80.878104087,93.957600437,17.9,44
"Strickland, Hunter",519326,2018,3,5,3.97,0.337,34.5,7.7,39.4,78.697214,93.995837914,25.3,47.2
"Workman, Brandon",519443,2018,6,1,3.27,0.306,29.8,7,35.1,78.125350877,93.407462982,27,40.6
"Zimmermann, Jordan",519455,2018,7,8,4.52,0.327,38.6,9.6,38.4,78.618285314,93.904943237,20.6,48.5
"Báez, Pedro",520980,2018,4,3,2.88,0.269,32.5,7.3,25,76.019815694,92.124499301,30.9,51.6
"Font, Wilmer",521655,2018,2,3,5.93,0.322,29.5,7.2,42.4,81.440266714,94.722655036,21.3,47.9
"Kelly, Joe",523260,2018,4,2,4.39,0.309,29.4,3.9,37.8,80.080425556,93.870176704,25.6,44.5
"Pérez, Martín",527048,2018,2,7,6.22,0.361,31.9,6.8,39.1,78.273278816,94.013150231,17.9,45.9
"Teheran, Julio",527054,2018,9,9,3.94,0.323,34.5,7.2,36.7,78.445574805,93.562641302,28.5,43.1
"Vizcaíno, Arodys",527055,2018,2,2,2.11,0.303,33.7,5.9,34.7,78.049592857,93.320550204,31.7,47.8
"Osuna, Roberto",532077,2018,2,2,2.37,0.306,33.6,5.5,38.2,74.728196545,93.783366514,26.9,58.2
"Ramírez, Erasmo",541640,2018,2,4,6.50,0.389,37,10.4,42.9,78.256017403,94.491543896,19.5,49
"Andriese, Matt",542882,2018,3,7,5.26,0.329,32.3,7.2,46.4,79.393089478,95.064998565,25.6,51.6
"Bleier, Richard",542947,2018,3,0,1.93,0.284,27.4,1.8,35.4,79.317231607,93.920610541,19.2,52.9
"Cole, Gerrit",543037,2018,15,5,2.88,0.271,35.8,6.2,39.8,78.980530897,93.793774719,30.9,49.6
"DeSclafani, Anthony",543101,2018,7,8,4.93,0.315,35.8,7,33.1,78.231067262,93.598331493,23,47.1
"Drake, Oliver",543118,2018,1,1,5.29,0.300,31.4,5.7,31.9,76.1603025,92.507653971,28.7,47.4
"Eovaldi, Nathan",543135,2018,6,7,3.81,0.283,33.5,5.7,35.5,78.032214268,93.330975061,21.8,54.2
"Maurer, Brandon",543506,2018,0,4,7.76,0.368,35.9,7.8,39.8,80.803849608,94.388202059,26.2,41.8
"McHugh, Collin",543521,2018,6,2,1.99,0.274,39.9,6.1,30.1,75.427499259,92.60168858,31.3,45.4
"Odorizzi, Jake",543606,2018,7,10,4.49,0.332,35.2,7.4,39,78.555609372,93.924690112,24.7,47.4
"Roark, Tanner",543699,2018,9,15,4.34,0.318,32.7,6,33.6,76.992998608,93.388263945,20.4,45.8
"Wilson, Alex",543935,2018,2,4,3.36,0.306,33,7.6,34.6,75.832473152,93.159744372,20.6,47
"Familia, Jeurys",544727,2018,8,6,3.13,0.272,30.7,3.2,34.9,75.032268936,93.058107447,30.6,48.3
"Strasburg, Stephen",544931,2018,10,7,3.74,0.306,35.1,7.3,38.9,78.67185,94.003158843,27.9,46.8
"Ryu, Hyun Jin",547943,2018,7,3,1.97,0.269,30.6,6.8,28.8,75.199493333,92.637167778,27.8,46.2
"Chapman, Aroldis",547973,2018,3,0,2.45,0.241,31,4.8,32.1,78.60582381,93.488774762,37.3,44.9
"Kittredge, Andrew",552640,2018,3,2,7.75,0.359,33.8,7.5,47.7,80.406063939,95.126370534,22.6,46.4
"Vázquez, Felipe",553878,2018,4,2,2.70,0.260,31.3,4.4,39.6,78.963089778,93.944979056,30,52.7
"Peña, Félix",570240,2018,3,5,4.18,0.299,30.5,4.8,39.3,77.91556237,93.873284111,25.8,45.4
"Ureña, José",570632,2018,9,12,3.98,0.311,30.3,6.2,36.2,77.792187843,93.641051667,20.2,47.5
"Beck, Chris",571476,2018,0,0,4.50,0.357,34,7.5,34.9,78.867434151,93.066125094,24.4,45.7
"Boyd, Matthew",571510,2018,9,13,4.39,0.287,34.4,6.1,32.3,77.335605187,92.730585239,23.6,46.5
"Farmer, Buck",571656,2018,3,4,4.15,0.314,35.4,3.3,35.9,78.299013558,93.040454471,26.8,44.9
"Fiers, Mike",571666,2018,12,8,3.56,0.336,33.2,10.4,37.4,79.904929198,93.997538092,19.9,46.6
"Floro, Dylan",571670,2018,6,3,2.25,0.255,27.5,2.6,31.2,78.523235699,92.802622108,25.4,47.6
"Giles, Ken",571704,2018,0,3,4.65,0.299,33.1,6.6,36,79.357290811,93.798947703,31.3,54.1
"Givens, Mychal",571710,2018,0,7,3.99,0.274,40,3.9,29.8,74.128579804,92.393347931,24.9,50.2
"Heaney, Andrew",571760,2018,9,10,4.15,0.311,36.2,7.8,37.2,76.27365626,93.602442327,26.3,48.5
"Hutchison, Drew",571800,2018,2,2,6.75,0.368,35.7,8.6,34.3,79.196446087,93.55518438,19.8,43.7
"Mikolas, Miles",571945,2018,18,4,2.83,0.285,31.5,5.1,29.4,76.173718553,92.670905865,20.2,52.5
"Mitchell, Bryan",571951,2018,2,4,5.42,0.369,30.3,6.3,38.8,80.188862833,94.117191458,15.1,43.7
"Paxton, James",572020,2018,11,6,3.76,0.286,36.3,9.4,42.1,79.950562577,94.381203557,30,52.6
"Richards, Garrett",572070,2018,5,4,3.66,0.307,30.7,8.4,41.1,79.929950891,94.644757811,28.4,43.2
"Smith, Burch",572143,2018,1,6,6.92,0.350,34.6,9.3,41.4,78.968789744,94.231025494,24.1,45.8
"Butler, Eddie",572750,2018,2,3,5.62,0.345,29.2,6.7,36.5,79.937850909,93.29836767,15.1,48.8
"Greene, Shane",572888,2018,4,6,5.12,0.309,38.5,7.8,35.1,77.823444894,93.09442367,21.9,45.4
"Keuchel, Dallas",572971,2018,12,11,3.74,0.293,29,4.5,33,76.207144634,93.215602668,19.8,45.3
"Rogers, Taylor",573124,2018,1,2,2.63,0.254,29.3,4.8,32.1,79.750405844,93.065528889,26.7,45.5
"Straily, Dan",573185,2018,5,6,4.12,0.354,36.1,7.5,41.4,80.091738171,94.368145301,24,46.8
"Stroman, Marcus",573186,2018,4,9,5.54,0.322,25.4,6.3,40.4,78.383825212,94.243752545,22.4,44.2
"Minaya, Juan",573668,2018,2,2,3.28,0.275,30.3,3.4,39.5,80.497053051,94.020405763,26.8,46.3
"Velázquez, Hector",584171,2018,7,2,3.18,0.335,36.3,4.9,35.6,78.61949844,93.82738805,18.4,49.2
"Ramos, Edubray",591693,2018,3,1,2.32,0.254,29.3,3.4,21.6,72.794464035,91.281976491,25,45.2
"Adam, Jason",592094,2018,0,3,6.12,0.350,35.6,13.8,35.6,76.298091364,93.846154023,26.4,49
"Allen, Cody",592102,2018,4,6,4.70,0.307,31.4,8.7,36.4,80.508088415,94.070694294,30.7,45.3
"Brice, Austin",592169,2018,2,3,5.79,0.325,33.3,8.8,46.5,80.451494737,95.046968761,21.8,46.4
"Covey, Dylan",592229,2018,5,14,5.18,0.329,30,5.3,37.3,78.15821,93.537936692,17.6,44.6
"Gausman, Kevin",592332,2018,10,11,3.92,0.333,33.5,7.4,40.8,77.951337254,94.193265704,24.7,49.3
"Goeddel, Erik",592340,2018,3,0,2.95,0.252,27.8,6.7,23.3,76.674036977,92.259596163,33.9,49.2
"Gray, Jon",592351,2018,12,9,5.12,0.306,31.9,5.8,37.9,79.780287358,93.996075703,29.2,45.9
"Hembree, Heath",592390,2018,4,1,4.20,0.281,36.5,9,31,77.60422987,93.016160392,31.3,49.5
"Jackson, Luke",592426,2018,1,2,4.43,0.304,31.3,3.5,39.1,78.249168246,94.212279646,25.1,46.8
"McGuire, Deck",592547,2018,0,2,6.16,0.389,37.2,8.8,43.4,81.698074286,94.211903839,21.9,43.4
"Plutko, Adam",592644,2018,4,5,5.28,0.336,36.4,10.7,38.4,78.456322167,93.798340544,19,51.1
"Ray, Robbie",592662,2018,6,2,3.93,0.309,36.4,8.7,41.6,79.482970426,94.496902057,32,43
"Reed, Addison",592665,2018,1,6,4.50,0.339,37.8,7.8,39,77.800080345,93.934450345,24.1,49.6
"Smith, Caleb",592761,2018,5,6,4.19,0.320,39.1,9.4,34.2,77.783250101,93.409875482,28,48.2
"Stanek, Ryne",592773,2018,2,3,2.98,0.276,33.8,9.1,38.3,80.852812597,93.882387273,34.4,49.8
"Taillon, Jameson",592791,2018,14,10,3.20,0.289,35,4.3,31.9,77.767895667,92.920155889,23.8,49.3
"Triggs, Andrew",592811,2018,3,1,5.23,0.351,34.7,11.9,43.1,80.380384211,95.232583421,25.3,42.6
"Tuivailala, Sam",592815,2018,4,3,3.41,0.310,32.2,3.3,33.1,77.858147797,93.432240254,22.4,49.1
"Williams, Trevor",592866,2018,14,10,3.11,0.309,34.3,5.8,31,76.001327849,92.883373832,18.8,47.2
"Germán, Domingo",593334,2018,2,6,5.57,0.295,30.2,5.1,36.6,76.873554492,93.422025277,32.5,47.6
"Martinez, Carlos",593372,2018,8,6,3.11,0.297,29.4,3.9,31.5,74.021782531,93.051969753,24.9,47.5
"Neris, Héctor",593576,2018,1,3,5.10,0.301,43.6,12.7,39.1,80.284495094,94.100673774,41.5,49.4
"Rodriguez, Eduardo",593958,2018,13,5,3.82,0.299,37.7,6.7,33,77.794729774,93.137512663,26.2,47.5
"Peralta, Wandy",593974,2018,2,2,5.36,0.352,33.7,3.1,29.4,77.003612716,92.523621914,22.9,46.8
"Guerrero, Tayron",594027,2018,1,3,5.43,0.325,36.1,6.6,37.3,77.207820361,93.587625,26.5,46.4
"deGrom, Jacob",594798,2018,10,9,1.70,0.243,32.2,4.1,28.9,75.417923083,92.619660514,31.4,52.5
"Grace, Matt",594840,2018,1,1,2.87,0.283,29.9,5.4,33.7,76.634410989,93.398781484,18,48
"Ponce de Leon, Daniel",594965,2018,0,2,2.73,0.301,36.8,5.7,26.4,74.956961364,92.353877701,28.1,52
"Winkler, Dan",595465,2018,4,0,3.43,0.293,39.8,5,31.7,76.791611625,92.533415,28.5,48.9
"Cole, A.J.",595918,2018,4,2,6.14,0.333,41.4,10.7,36.2,77.948003529,93.191836889,33.2,45.7
"Weaver, Luke",596133,2018,7,11,4.95,0.331,37.4,6.3,35,77.08313654,93.458152796,22.3,46.6
"Johnson, Brian",598271,2018,4,5,4.17,0.329,35.7,7.1,36,79.728215882,93.637084197,21.5,44.2
"Ramirez, Noé",598287,2018,7,5,4.54,0.314,32.9,8.6,39.8,78.575127091,94.205365182,27.9,44.2
"Rosario, Randy",600968,2018,4,0,3.66,0.339,33.1,4.1,33.8,80.394671507,93.451745822,21.7,47.2
"Pivetta, Nick",601713,2018,7,14,4.77,0.292,34.1,7.8,34.9,79.04384537,93.536170116,27.5,48.1
"Anderson, Justin",605121,2018,3,3,4.07,0.281,24,3.9,35.7,77.698606875,93.198023281,37,38.8
"Bassitt, Chris",605135,2018,2,3,3.02,0.306,32.9,6.4,32.9,73.805401,92.987874317,17.3,44.4
"Bradley, Archie",605151,2018,4,5,3.64,0.286,32.5,6.6,38.6,78.324890714,93.711813436,20.6,48.5
"Brebbia, John",605154,2018,3,3,3.20,0.265,36.1,7.5,28.6,76.909736818,92.335704167,29.6,46.2
"Bundy, Dylan",605164,2018,8,16,5.45,0.323,37.9,8.5,37.4,79.34909772,93.785211583,26.8,50.3
"Chafin, Andrew",605177,2018,1,6,3.10,0.295,34.4,4.6,35.1,76.839780923,93.768080853,32.4,45.7
"Clevinger, Mike",605182,2018,13,8,3.02,0.283,32,5.6,31.8,76.362553053,92.862517252,27.8,46.4
"Hess, David",605276,2018,3,10,4.88,0.329,33.7,9,34.6,78.194467545,93.17066,19.2,47.5
"Kela, Keone",605309,2018,3,4,3.29,0.274,37,6.3,33.1,78.16712619,92.994700714,31.1,44.2
"López, Jorge",605347,2018,2,5,5.03,0.342,38.2,7.5,37.6,76.329416163,93.6020625,20.7,44.2
"Morgan, Adam",605388,2018,0,2,3.83,0.297,27.7,5,31.2,75.931731159,92.575539854,28.5,45.9
"Nola, Aaron",605400,2018,17,6,2.37,0.258,27.9,4.6,31.2,76.78916375,92.730845284,27.7,47.6
"Springs, Jeffrey",605488,2018,1,1,3.38,0.326,41.1,6.3,27.4,75.833022553,92.850261809,27,44.8
"Wisler, Matt",605538,2018,1,1,4.28,0.343,40.2,10.2,39.4,79.459286508,94.116179206,22.6,47.4
"Woodruff, Brandon",605540,2018,3,0,3.61,0.297,31,7.1,35.4,76.577286491,93.508702389,25.4,45.6
"Wright Jr., Mike",605541,2018,4,2,5.55,0.350,38.4,5.9,38,79.940378,93.863583383,19.8,45.8
"Perdomo, Luis",606131,2018,1,6,7.05,0.336,36.6,5.2,47.4,81.112594933,95.019331667,19.3,41.8
"Elías, Roenis",606273,2018,3,1,2.65,0.294,30.8,4.4,32.7,75.519738734,93.157101975,20.6,47.4
"García, Jarlín",606424,2018,3,3,4.91,0.380,37.1,10.5,37.9,79.131962524,93.825995268,19,44.3
"Devenski, Chris",606965,2018,2,3,4.18,0.281,32.6,6.2,34.9,75.342859839,93.10116629,31.3,48.6
"Rodón, Carlos",607074,2018,6,8,4.18,0.313,28.3,5.1,34.3,77.18702125,93.163799176,21.3,45.6
"Faria, Jake",607188,2018,4,4,5.40,0.354,34.4,8.7,39,79.50836551,94.142162051,20.1,44.1
"Gant, John",607231,2018,7,6,3.47,0.311,30.9,4.8,36.9,78.610360061,93.688234954,26.2,46.8
"Garrett, Amir",607237,2018,1,2,4.29,0.295,33.3,6.7,36.4,77.905313659,93.745464724,32,46.2
"Tropeano, Nick",607374,2018,5,6,4.74,0.344,36.1,9.1,38.8,79.491407091,93.77844516,27.2,44.4
"Freeland, Kyle",607536,2018,17,7,2.85,0.299,30.9,5,29.2,76.369316014,92.633889036,21.8,45.8
"Rucinski, Drew",607968,2018,4,2,4.33,0.292,31.8,3.6,32.7,74.653299259,92.317916111,23.7,51.8
"Fried, Max",608331,2018,1,4,2.94,0.317,38.2,3.9,46.1,81.441226757,94.826704189,34.9,42.2
"Fulmer, Carson",608334,2018,2,4,8.07,0.429,43.4,13.2,45.3,80.886733962,94.91625781,18.3,40
"Giolito, Lucas",608337,2018,10,13,6.13,0.348,30.5,7,37.1,78.620984037,93.523389574,21.4,43.4
"Wacha, Michael",608379,2018,8,2,3.20,0.348,36.2,7.7,37,78.337154545,93.952152739,23.1,45.7
"Chargois, JT",608638,2018,2,4,3.34,0.271,28.2,1.3,32.1,76.077776842,93.185842763,30.7,45.1
"Farrell, Luke",608652,2018,3,4,5.17,0.330,42.4,9.4,42.4,79.107453953,93.915238588,26.8,47.1
"Graveman, Kendall",608665,2018,1,5,7.60,0.390,36.8,10.3,36.2,76.309503103,94.107911043,19.4,40.8
"Steckenrider, Drew",608716,2018,4,4,3.90,0.285,34.9,6.5,33.7,78.080508333,93.032489524,25,48.5
"Stratton, Chris",608717,2018,10,10,5.09,0.356,38.7,7,38.8,81.13657489,94.100184901,20.8,45.9
"Suter, Brent",608718,2018,8,7,4.44,0.318,40.1,7.6,24.9,74.681640263,92.36358066,23,48.1
"Castro, Miguel",612434,2018,2,7,3.96,0.345,28.4,7.2,34.5,76.694861667,93.223585703,23.6,44.3
"Castillo, José",620454,2018,3,3,3.29,0.233,27.7,4.8,30.1,77.362357317,92.687129756,33.7,46
"Wood, Hunter",621056,2018,1,1,3.73,0.297,35.3,2.5,26.9,77.604385593,92.121018034,30.4,47.3
"Buehler, Walker",621111,2018,8,5,2.62,0.259,25.9,4.3,32,78.064161845,92.93610003,25.5,49.1
"Berríos, José",621244,2018,12,11,3.84,0.295,28.8,6,34.4,75.742294549,93.411849076,26.1,47.9
"Oswalt, Corey",621261,2018,3,3,5.85,0.337,32.9,8,36.2,78.701585288,94.137277788,16.6,48.9
"Schultz, Jaime",621289,2018,2,2,5.64,0.294,31.4,8.6,40,81.378611714,94.183856812,33.1,43.6
"Borucki, Ryan",621366,2018,4,6,3.87,0.317,30.7,6.1,33.2,78.21790513,93.222783539,19.3,45.5
"Stumpf, Daniel",621385,2018,1,5,4.93,0.317,39.2,5,30.8,78.726573559,93.156448803,26.6,46.6
"Rodriguez, Jefry",622446,2018,3,3,5.71,0.339,30.5,6.5,34.4,76.248532667,93.104351879,20.9,44.9
"Castillo, Luis",622491,2018,10,12,4.30,0.318,33.7,8.8,39.5,77.787950788,94.033699958,28.7,49.6
"Alcántara, Victor",622505,2018,1,1,2.40,0.294,29.3,7.6,38,74.991985,93.509663804,20.9,52.3
"Domínguez, Seranthony",622554,2018,2,5,2.95,0.253,24.4,6.1,29.8,76.302449091,92.701262748,35,46.9
"Hernández, Elieser",622694,2018,2,7,5.21,0.335,32.4,7.6,33.3,78.231771863,93.222171029,21.1,43.8
"Romero, Fernando",622864,2018,3,3,4.69,0.329,34.1,7.4,36.9,78.839054023,93.986733988,23.5,48.2
"Pannone, Thomas",623381,2018,4,1,4.19,0.304,31.9,7.4,34.8,78.850009403,93.239453233,23.1,44.9
"López, Reynaldo",625643,2018,7,10,3.91,0.335,37.5,7.3,36.1,77.951526929,93.421050446,21.3,47.4
"Bashlor, Tyler",641341,2018,0,3,4.22,0.309,32.6,7.4,35.8,78.572105,93.551225326,24.5,49.9
"Fillmyer, Heath",641571,2018,4,2,4.26,0.327,32,5.9,34,78.482375714,93.359077381,22,44.4
"Kuhl, Chad",641771,2018,5,5,4.55,0.369,40.8,10.6,38.8,80.689587951,94.485709177,23.4,44.5
"Lauer, Eric",641778,2018,6,7,4.34,0.333,37.5,6,35.2,77.671561392,93.646203354,20,46.9
"McCarthy, Kevin",641838,2018,5,4,3.25,0.314,23.6,7.1,35.1,78.094966847,93.661023801,20.2,50.2
"Rhame, Jacob",642008,2018,1,2,5.85,0.291,35,8.7,33,76.247328627,92.951225743,28.4,54
"Sparkman, Glenn",642098,2018,0,3,4.46,0.312,35.3,3,36.8,79.66450303,93.301398561,22,48.1
"Trivino, Lou",642152,2018,8,3,2.92,0.291,34.8,4.9,30.4,75.343856374,92.674540714,29.8,50.7
